Year,Month,CITY,Total
1998,Jul,MISSISSAUGA,326
1998,Jul,MISSISSIPPI MIL,14
1998,Jul,MONO,6
1998,Jul,MUSKOKA LAKES,12
1998,Jul,NANTICOKE,12
1998,Jul,NEPEAN,57
1998,Jul,NEW LISKEARD,8
1998,Jul,NEW TECUMSETH,20
1998,Jul,NEWMARKET,46
1998,Jul,NIAGARA FALLS,157
1998,Jul,NIAGARA-ON-THE-,36
1998,Jul,NICKEL CENTRE,6
1998,Jul,NIPISSING UNORG,6
1998,Jul,NORFOLK,18
1998,Jul,NORTH BAY,64
1998,Jul,NORTH DORCHESTE,7
1998,Jul,NORTH DUNDAS,13
1998,Jul,NORTH GLENGARRY,10
1998,Jul,NORTH PERTH,9
1998,Jul,NORWICH,14
1998,Jul,OAKVILLE,64
1998,Jul,ONAPING FALLS,6
1998,Jul,ORANGEVILLE,16
1998,Jul,ORILLIA,30
1998,Jul,OSGOODE,23
1998,Jul,OSHAWA,105
1998,Jul,OTONABEE-SOUTH,6
1998,Jul,OTTAWA,317
1998,Jul,OWEN SOUND,24
1998,Jul,PARRY SOUND,11
1998,Jul,PELHAM,12
1998,Jul,PEMBROKE,23
1998,Jul,PENETANGUISHENE,6
1998,Jul,PERTH,16
1998,Jul,PERTH EAST,9
1998,Jul,PETAWAWA,8
1998,Jul,PETERBOROUGH,68
1998,Jul,PICKERING,31
1998,Jul,PORT COLBORNE,14
1998,Jul,PORT HOPE,9
1998,Jul,PRINCE EDWARD,24
1998,Jul,PUSLINCH,10
1998,Jul,QUINTE WEST,19
1998,Jul,RAYSIDE-BALFOUR,16
1998,Jul,RENFREW,9
1998,Jul,RICHMOND HILL,25
1998,Jul,RIDEAU,21
1998,Jul,RIDEAU LAKES,6
1998,Jul,SARNIA,52
1998,Jul,SAULT STE MARIE,71
1998,Jul,SCUGOG,22
1998,Jul,SEGUIN,7
1998,Jul,SEVERN,12
1998,Jul,SIMCOE,11
1998,Jul,SIOUX LOOKOUT,11
1998,Jul,SMITH-ENNISMORE,13
1998,Jul,SOUTH DUNDAS,10
1998,Jul,SOUTH FRONTENAC,13
1998,Jul,SOUTH GLENGARRY,8
1998,Jul,SOUTH-WEST OXFO,7
1998,Jul,SPRINGWATER,10
1998,Jul,ST CATHARINES,87
1998,Jul,ST MARYS,7
1998,Jul,ST THOMAS,20
1998,Jul,STONEY CREEK,31
1998,Jul,STRATFORD,28
1998,Jul,STRATHROY,8
1998,Jul,STURGEON FALLS,7
1998,Jul,SUDBURY,75
1998,Jul,SUDBURY UNORGAN,6
1998,Jul,TECUMSEH,12
1998,Jul,TEESWATER-CULRO,6
1998,Jul,THE BLUE MOUNTA,10
1998,Jul,THOROLD,7
1998,Jul,THUNDER BAY,131
1998,Jul,THUNDER BAY UNO,6
1998,Jul,TILLSONBURG,19
1998,Jul,TIMMINS,43
1998,Jul,TORONTO,1694
1998,Jul,UNKNOWN,12
1998,Jul,UXBRIDGE,13
1998,Jul,VALLEY EAST,15
1998,Jul,VANIER,8
1998,Jul,VAUGHAN,128
1998,Jul,VERULAM,7
1998,Jul,WALDEN,6
1998,Jul,WALKERTON,12
1998,Jul,WASAGA BEACH,6
1998,Jul,WATERLOO,40
1998,Jul,WELLAND,31
1998,Jul,WEST CARLETON,7
1998,Jul,WEST ELGIN,7
1998,Jul,WEST LINCOLN,9
1998,Jul,WEST PERTH,7
1998,Jul,WHITBY,34
1998,Jul,WHITCHURCH-STOU,10
1998,Jul,WIARTON,6
1998,Jul,WILMOT,12
1998,Jul,WINDSOR,123
1998,Jul,WOODSTOCK,25
1998,Jul,WOOLWICH,22
1998,Jul,ZORRA,8
1998,Jun,AJAX,29
1998,Jun,AMHERSTBURG,15
1998,Jun,ANCASTER,26
1998,Jun,ARNPRIOR,6
1998,Jun,AURORA,9
1998,Jun,AYLMER,6
1998,Jun,BANCROFT,7
1998,Jun,BARRIE,66
1998,Jun,BELLEVILLE,50
1998,Jun,BRACEBRIDGE,16
1998,Jun,BRAMPTON,162
1998,Jun,BRANTFORD,67
1998,Jun,BRIGHTON,9
1998,Jun,BROCKVILLE,22
1998,Jun,BURLINGTON,77
1998,Jun,CALEDON,43
1998,Jun,CAMBRIDGE,69
1998,Jun,CENTRAL ELGIN,11
1998,Jun,CHAMPLAIN,13
1998,Jun,CHATHAM-KENT,78
1998,Jun,CLARENCE-ROCKLA,11
1998,Jun,CLARINGTON,32
1998,Jun,CLEARVIEW,14
1998,Jun,COBOURG,20
1998,Jun,COLLINGWOOD-SIM,11
1998,Jun,CORNWALL,38
1998,Jun,CUMBERLAND,7
1998,Jun,DELHI,10
1998,Jun,DRYDEN,8
1998,Jun,DUNDAS,11
1998,Jun,DYSART AND OTHE,6
1998,Jun,EGANVILLE,7
1998,Jun,ELLIOT LAKE,7
1998,Jun,ELORA,10
1998,Jun,ERAMOSA,10
1998,Jun,ERIN,7
1998,Jun,ESSA,7
1998,Jun,FLAMBOROUGH,25
1998,Jun,FORT ERIE,25
1998,Jun,FORT FRANCES,12
1998,Jun,GANANOQUE,9
1998,Jun,GEORGINA,12
1998,Jun,GLOUCESTER,34
1998,Jun,GODERICH,10
1998,Jun,GOULBOURN,12
1998,Jun,GRAVENHURST,9
1998,Jun,GREATER NAPANEE,18
1998,Jun,GRIMSBY,14
1998,Jun,GUELPH,73
1998,Jun,HAILEYBURY,7
1998,Jun,HALDIMAND,16
1998,Jun,HALTON HILLS,26
1998,Jun,HAMILTON,231
1998,Jun,HANOVER,6
1998,Jun,HAWKESBURY,10
1998,Jun,HUNTSVILLE,13
1998,Jun,INGERSOLL,6
1998,Jun,INNISFIL,7
1998,Jun,KANATA,14
1998,Jun,KAPUSKASING,7
1998,Jun,KENORA,9
1998,Jun,KINCARDINE,9
1998,Jun,KING,24
1998,Jun,KINGSTON,88
1998,Jun,KINGSVILLE,10
1998,Jun,KITCHENER,156
1998,Jun,LAKESHORE TOWNS,8
1998,Jun,LASALLE,29
1998,Jun,LEAMINGTON,14
1998,Jun,LINCOLN,17
1998,Jun,LINDSAY,18
1998,Jun,LONDON,247
1998,Jun,LOYALIST,9
1998,Jun,MALAHIDE,6
1998,Jun,MARKHAM,116
1998,Jun,MEDONTE-ORO,8
1998,Jun,MERSEA,6
1998,Jun,MIDDLESEX CENTR,15
1998,Jun,MIDLAND,13
1998,Jun,MILTON,35
1998,Jun,MISSISSAUGA,306
1998,Jun,MISSISSIPPI MIL,7
1998,Jun,MOUNT FOREST,10
1998,Jun,MUSKOKA LAKES,22
1998,Jun,NANTICOKE,15
1998,Jun,NEPEAN,38
1998,Jun,NEW LISKEARD,7
1998,Jun,NEW TECUMSETH,18
1998,Jun,NEWMARKET,37
1998,Jun,NIAGARA FALLS,141
1998,Jun,NIAGARA-ON-THE-,36
1998,Jun,NIAGARA-ON-THE-LAKE,6
1998,Jun,NICKEL CENTRE,10
1998,Jun,NORFOLK,14
1998,Jun,NORTH BAY,44
1998,Jun,NORTH DORCHESTE,6
1998,Jun,NORTH DUMFRIES,6
1998,Jun,NORTH DUNDAS,8
1998,Jun,NORTH GLENGARRY,10
1998,Jun,NORTH GRENVILLE,10
1998,Jun,NORTH PERTH,13
1998,Jun,NORWICH,8
1998,Jun,OAKVILLE,98
1998,Jun,ORANGEVILLE,12
1998,Jun,ORILLIA,32
1998,Jun,OSGOODE,18
1998,Jun,OSHAWA,102
1998,Jun,OTONABEE-SOUTH,7
1998,Jun,OTTAWA,334
1998,Jun,OWEN SOUND,24
1998,Jun,PARIS,8
1998,Jun,PELHAM,10
1998,Jun,PEMBROKE,23
1998,Jun,PENETANGUISHENE,9
1998,Jun,PERTH,16
1998,Jun,PERTH EAST,13
1998,Jun,PETAWAWA,8
1998,Jun,PETERBOROUGH,60
1998,Jun,PICKERING,29
1998,Jun,PORT COLBORNE,15
1998,Jun,PORT HOPE,12
1998,Jun,PRINCE EDWARD,27
1998,Jun,PUSLINCH,6
1998,Jun,QUINTE WEST,27
1998,Jun,RAYSIDE-BALFOUR,13
1998,Jun,RENFREW,6
1998,Jun,RICHMOND HILL,32
1998,Jun,RIDEAU,8
1998,Jun,RIDEAU LAKES,6
1998,Jun,SARNIA,64
1998,Jun,SAULT STE MARIE,58
1998,Jun,SCUGOG,29
1998,Jun,SEVERN,10
1998,Jun,SIMCOE,17
1998,Jun,SMITH-ENNISMORE,10
1998,Jun,SMITHS FALLS,8
1998,Jun,SOUTH DUNDAS,6
1998,Jun,SOUTH FRONTENAC,11
1998,Jun,SOUTH-WEST OXFO,6
1998,Jun,SPRINGWATER,14
1998,Jun,ST CATHARINES,90
1998,Jun,ST THOMAS,27
1998,Jun,STONEY CREEK,38
1998,Jun,STRATFORD,28
1998,Jun,STRATHROY,10
1998,Jun,STURGEON FALLS,7
1998,Jun,SUDBURY,66
1998,Jun,TAY,8
1998,Jun,TECUMSEH,11
1998,Jun,THOROLD,10
1998,Jun,THUNDER BAY,83
1998,Jun,TILLSONBURG,10
1998,Jun,TIMMINS,30
1998,Jun,TORONTO,1742
1998,Jun,UNKNOWN,15
1998,Jun,UXBRIDGE,7
1998,Jun,VALLEY EAST,17
1998,Jun,VANIER,8
1998,Jun,VAUGHAN,136
1998,Jun,WALKERTON,11
1998,Jun,WATERLOO,52
1998,Jun,WELLAND,27
1998,Jun,WELLESLEY,9
1998,Jun,WESTPORT,6
1998,Jun,WHITBY,36
1998,Jun,WHITCHURCH-STOU,13
1998,Jun,WIARTON,6
1998,Jun,WILMOT,16
1998,Jun,WINDSOR,134
1998,Jun,WOODSTOCK,28
1998,Jun,WOOLWICH,29
1998,Mar,BARRIE,8
1998,Mar,BELLEVILLE,19
1998,Mar,BRAMPTON,63
1998,Mar,BRANTFORD,22
1998,Mar,BURLINGTON,19
1998,Mar,CALEDON,9
1998,Mar,CAMBRIDGE,9
1998,Mar,CHAMPLAIN,8
1998,Mar,CHATHAM-KENT,20
1998,Mar,CLARINGTON,10
1998,Mar,GLOUCESTER,16
1998,Mar,GUELPH,21
1998,Mar,HAMILTON,72
1998,Mar,KINGSTON,22
1998,Mar,KITCHENER,48
1998,Mar,LASALLE,8
1998,Mar,LONDON,66
1998,Mar,MARKHAM,31
1998,Mar,MILTON,6
1998,Mar,MISSISSAUGA,138
1998,Mar,NEPEAN,8
1998,Mar,NEWMARKET,10
1998,Mar,NIAGARA FALLS,55
1998,Mar,NIAGARA-ON-THE-,11
1998,Mar,NORTH BAY,15
1998,Mar,OAKVILLE,24
1998,Mar,OSHAWA,24
1998,Mar,OTTAWA,107
1998,Mar,PETERBOROUGH,10
1998,Mar,PICKERING,7
1998,Mar,RICHMOND HILL,17
1998,Mar,SARNIA,12
1998,Mar,SAULT STE MARIE,13
1998,Mar,SCUGOG,11
1998,Mar,ST CATHARINES,28
1998,Mar,ST THOMAS,6
1998,Mar,SUDBURY,8
1998,Mar,THUNDER BAY,18
1998,Mar,TIMMINS,12
1998,Mar,TORONTO,703
1998,Mar,VAUGHAN,38
1998,Mar,VAUGHAN CITY,6
1998,Mar,WATERLOO,10
1998,Mar,WHITBY,8
1998,Mar,WINDSOR,51
1998,Mar,WOODSTOCK,11
1998,May,AJAX,25
1998,May,AMHERSTBURG,12
1998,May,AMHERSTBURG TOW,7
1998,May,ANCASTER,20
1998,May,ARNPRIOR,8
1998,May,AURORA,16
1998,May,AYLMER,7
1998,May,BARRIE,46
1998,May,BELLEVILLE,37
1998,May,BRACEBRIDGE,10
1998,May,BRADFORD WEST G,6
1998,May,BRAMPTON,140
1998,May,BRANTFORD,43
1998,May,BRIGHTON,8
1998,May,BROCKVILLE,19
1998,May,BURLINGTON,70
1998,May,CALEDON,26
1998,May,CAMBRIDGE,57
1998,May,CHAMPLAIN,10
1998,May,CHATHAM-KENT,60
1998,May,CLARENCE-ROCKLA,7
1998,May,CLARINGTON,20
1998,May,COBOURG,18
1998,May,COLLINGWOOD - S,6
1998,May,CORNWALL,36
1998,May,CUMBERLAND,7
1998,May,DELHI,6
1998,May,DUNDAS,8
1998,May,ESSA,10
1998,May,ESSEX,9
1998,May,FLAMBOROUGH,21
1998,May,FORT ERIE,13
1998,May,FORT FRANCES,9
1998,May,GANANOQUE,13
1998,May,GEORGINA,16
1998,May,GLOUCESTER,38
1998,May,GODERICH,7
1998,May,GOULBOURN,10
1998,May,GREATER NAPANEE,12
1998,May,GRIMSBY,10
1998,May,GUELPH,82
1998,May,HALDIMAND,11
1998,May,HALTON HILLS,20
1998,May,HAMILTON,226
1998,May,HUNTSVILLE,9
1998,May,INGERSOLL,11
1998,May,KANATA,14
1998,May,KENORA,6
1998,May,KENORA UNORGANI,9
1998,May,KING,22
1998,May,KINGSTON,76
1998,May,KIRKLAND LAKE,9
1998,May,KITCHENER,121
1998,May,LAKESHORE TOWNS,6
1998,May,LASALLE,17
1998,May,LASALLE TOWN,9
1998,May,LEAMINGTON,13
1998,May,LINCOLN,24
1998,May,LINDSAY,13
1998,May,LONDON,206
1998,May,LOYALIST,6
1998,May,MARKHAM,101
1998,May,MEDONTE-ORO,6
1998,May,METCALFE,7
1998,May,MIDDLESEX CENTR,10
1998,May,MIDLAND,7
1998,May,MILTON,25
1998,May,MISSISSAUGA,304
1998,May,MISSISSIPPI MIL,6
1998,May,MOORE,6
1998,May,MUSKOKA LAKES,7
1998,May,NANTICOKE,19
1998,May,NEPEAN,40
1998,May,NEW LISKEARD,6
1998,May,NEW TECUMSETH,8
1998,May,NEWMARKET,35
1998,May,NIAGARA FALLS,121
1998,May,NIAGARA-ON-THE-,35
1998,May,NICKEL CENTRE,7
1998,May,NORTH BAY,42
1998,May,NORTH DUMFRIES,6
1998,May,NORTH PERTH,6
1998,May,NORTH STORMONT,6
1998,May,NORWICH,8
1998,May,NOT RECORDED,6
1998,May,OAKVILLE,88
1998,May,ORANGEVILLE,12
1998,May,ORILLIA,19
1998,May,OSGOODE,17
1998,May,OSHAWA,77
1998,May,OTTAWA,328
1998,May,OWEN SOUND,14
1998,May,PEMBROKE,21
1998,May,PERTH,7
1998,May,PETERBOROUGH,54
1998,May,PETROLIA,6
1998,May,PICKERING,19
1998,May,PORT COLBORNE,10
1998,May,PORT HOPE,9
1998,May,PRESCOTT,6
1998,May,PRINCE EDWARD,18
1998,May,PUSLINCH,6
1998,May,QUINTE WEST,20
1998,May,RAYSIDE-BALFOUR,10
1998,May,RENFREW,10
1998,May,RICHMOND HILL,24
1998,May,RIDEAU,13
1998,May,SARNIA,31
1998,May,SAULT STE MARIE,51
1998,May,SCUGOG,23
1998,May,SEVERN,10
1998,May,SIMCOE,14
1998,May,SMITHS FALLS,10
1998,May,SOUTH DUNDAS,8
1998,May,SOUTH FRONTENAC,10
1998,May,SPRINGWATER,11
1998,May,ST CATHARINES,76
1998,May,ST MARYS,6
1998,May,ST THOMAS,26
1998,May,STONE MILLS,7
1998,May,STONEY CREEK,26
1998,May,STRATFORD,24
1998,May,STRATHROY,7
1998,May,STURGEON FALLS,6
1998,May,SUDBURY,54
1998,May,TECUMSEH,10
1998,May,THOROLD,6
1998,May,THUNDER BAY,85
1998,May,TILLSONBURG,12
1998,May,TIMMINS,29
1998,May,TORONTO,1622
1998,May,UNKNOWN,8
1998,May,UXBRIDGE,6
1998,May,VALLEY EAST,8
1998,May,VANIER,6
1998,May,VAUGHAN,91
1998,May,VAUGHAN CITY,7
1998,May,WALKERTON,7
1998,May,WARWICK,6
1998,May,WATERLOO,44
1998,May,WELLAND,32
1998,May,WHITBY,30
1998,May,WHITCHURCH-STOU,9
1998,May,WILMOT,9
1998,May,WINDSOR,154
1998,May,WOODSTOCK,22
1998,May,WOOLWICH,15
1998,Nov,AJAX,11
1998,Nov,ANCASTER,9
1998,Nov,BARRIE,19
1998,Nov,BELLEVILLE,16
1998,Nov,BRAMPTON,66
1998,Nov,BRANTFORD,27
1998,Nov,BROCKVILLE,7
1998,Nov,BURLINGTON,30
1998,Nov,CALEDON,6
1998,Nov,CAMBRIDGE,31
1998,Nov,CHAMPLAIN,9
1998,Nov,CHATHAM-KENT,50
1998,Nov,CLARINGTON,16
1998,Nov,COBOURG,8
1998,Nov,CORNWALL,13
1998,Nov,DELHI,6
1998,Nov,FLAMBOROUGH,11
1998,Nov,FORT ERIE,6
1998,Nov,GLOUCESTER,9
1998,Nov,GUELPH,25
1998,Nov,HAMILTON,120
1998,Nov,INGERSOLL,8
1998,Nov,KING,6
1998,Nov,KINGSTON,18
1998,Nov,KITCHENER,78
1998,Nov,LASALLE,10
1998,Nov,LEAMINGTON,11
1998,Nov,LINCOLN,8
1998,Nov,LONDON,104
1998,Nov,MARKHAM,58
1998,Nov,MEDONTE-ORO,7
1998,Nov,MILTON,16
1998,Nov,MISSISSAUGA,161
1998,Nov,NEPEAN,17
1998,Nov,NEWMARKET,15
1998,Nov,NIAGARA FALLS,85
1998,Nov,NIAGARA-ON-THE-,17
1998,Nov,NORTH BAY,11
1998,Nov,OAKVILLE,34
1998,Nov,OSHAWA,34
1998,Nov,OTTAWA,99
1998,Nov,OWEN SOUND,11
1998,Nov,PEMBROKE,9
1998,Nov,PERTH,7
1998,Nov,PETERBOROUGH,20
1998,Nov,PICKERING,8
1998,Nov,QUINTE WEST,11
1998,Nov,RICHMOND HILL,14
1998,Nov,SARNIA,25
1998,Nov,SAULT STE MARIE,18
1998,Nov,SCUGOG,8
1998,Nov,SIMCOE,6
1998,Nov,ST CATHARINES,30
1998,Nov,ST THOMAS,7
1998,Nov,STONEY CREEK,9
1998,Nov,STRATFORD,14
1998,Nov,SUDBURY,20
1998,Nov,TECUMSEH,6
1998,Nov,THOROLD,7
1998,Nov,THUNDER BAY,28
1998,Nov,TORONTO,985
1998,Nov,UNKNOWN,9
1998,Nov,VAUGHAN,39
1998,Nov,WATERLOO,17
1998,Nov,WELLAND,9
1998,Nov,WHITBY,12
1998,Nov,WINDSOR,69
1998,Nov,WOODSTOCK,11
1998,Oct,AJAX,21
1998,Oct,AMHERSTBURG,14
1998,Oct,ANCASTER,32
1998,Oct,AURORA,15
1998,Oct,AYLMER,10
1998,Oct,BARRIE,55
1998,Oct,BELLEVILLE,33
1998,Oct,BOBCAYGEON,8
1998,Oct,BRACEBRIDGE,19
1998,Oct,BRADFORD WEST G,6
1998,Oct,BRAMPTON,136
1998,Oct,BRANTFORD,61
1998,Oct,BROCK,9
1998,Oct,BROCKVILLE,28
1998,Oct,BURFORD,7
1998,Oct,BURLINGTON,86
1998,Oct,CALEDON,31
1998,Oct,CAMBRIDGE,61
1998,Oct,CARLETON PLACE,6
1998,Oct,CENTRAL ELGIN,9
1998,Oct,CHAMPLAIN,9
1998,Oct,CHATHAM-KENT,79
1998,Oct,CLARINGTON,26
1998,Oct,CLEARVIEW,11
1998,Oct,COBOURG,9
1998,Oct,COLLINGWOOD-SIM,13
1998,Oct,CORNWALL,35
1998,Oct,CUMBERLAND,9
1998,Oct,DELHI,10
1998,Oct,DUNDAS,9
1998,Oct,DYSART AND OTHE,11
1998,Oct,EAST GWILLIMBUR,7
1998,Oct,ELLIOT LAKE,12
1998,Oct,ESSEX,9
1998,Oct,FLAMBOROUGH,12
1998,Oct,FORT ERIE,19
1998,Oct,GANANOQUE,10
1998,Oct,GEORGINA,20
1998,Oct,GLOUCESTER,38
1998,Oct,GOULBOURN,9
1998,Oct,GRAVENHURST,7
1998,Oct,GREATER NAPANEE,12
1998,Oct,GRIMSBY,10
1998,Oct,GUELPH,90
1998,Oct,HALDIMAND,10
1998,Oct,HALTON HILLS,26
1998,Oct,HAMILTON,235
1998,Oct,HUNTSVILLE,8
1998,Oct,INGERSOLL,11
1998,Oct,INNISFIL,9
1998,Oct,KANATA,15
1998,Oct,KENORA,9
1998,Oct,KING,24
1998,Oct,KINGSTON,72
1998,Oct,KINGSVILLE,12
1998,Oct,KITCHENER,127
1998,Oct,LAKESHORE TOWNS,10
1998,Oct,LASALLE,19
1998,Oct,LEAMINGTON,16
1998,Oct,LINCOLN,25
1998,Oct,LINDSAY,21
1998,Oct,LONDON,235
1998,Oct,LOYALIST,11
1998,Oct,MARKHAM,117
1998,Oct,MEAFORD,6
1998,Oct,MEDONTE-ORO,8
1998,Oct,MIDLAND,12
1998,Oct,MILTON,31
1998,Oct,MISSISSAUGA,318
1998,Oct,MONO,6
1998,Oct,MUSKOKA LAKES,12
1998,Oct,NANTICOKE,18
1998,Oct,NEPEAN,47
1998,Oct,NEW TECUMSETH,13
1998,Oct,NEWMARKET,33
1998,Oct,NIAGARA FALLS,148
1998,Oct,NIAGARA-ON-THE-,45
1998,Oct,NICKEL CENTRE,7
1998,Oct,NORFOLK,16
1998,Oct,NORTH BAY,38
1998,Oct,NORTH DUNDAS,6
1998,Oct,OAKVILLE,68
1998,Oct,ORANGEVILLE,19
1998,Oct,ORILLIA,24
1998,Oct,OSGOODE,18
1998,Oct,OSHAWA,75
1998,Oct,OTTAWA,283
1998,Oct,OWEN SOUND,20
1998,Oct,PARIS,8
1998,Oct,PARRY SOUND,6
1998,Oct,PELHAM,8
1998,Oct,PEMBROKE,10
1998,Oct,PENETANGUISHENE,7
1998,Oct,PERTH,12
1998,Oct,PERTH EAST,7
1998,Oct,PETERBOROUGH,50
1998,Oct,PICKERING,20
1998,Oct,PORT COLBORNE,8
1998,Oct,PORT HOPE,7
1998,Oct,PRESCOTT,6
1998,Oct,PRINCE EDWARD,17
1998,Oct,QUINTE WEST,21
1998,Oct,RAMARA,8
1998,Oct,RICHMOND HILL,38
1998,Oct,RIDEAU,22
1998,Oct,SARNIA,53
1998,Oct,SAULT STE MARIE,38
1998,Oct,SCUGOG,19
1998,Oct,SEGUIN,10
1998,Oct,SEVERN,12
1998,Oct,SIMCOE,14
1998,Oct,SOUTH DUNDAS,10
1998,Oct,SOUTH FRONTENAC,7
1998,Oct,SOUTH GLENGARRY,8
1998,Oct,SOUTH STORMONT,8
1998,Oct,SPRINGWATER,15
1998,Oct,ST CATHARINES,88
1998,Oct,ST MARYS,6
1998,Oct,ST THOMAS,27
1998,Oct,STONE MILLS,9
1998,Oct,STONEY CREEK,36
1998,Oct,STRATFORD,21
1998,Oct,STRATHROY,11
1998,Oct,SUDBURY,66
1998,Oct,TECUMSEH,16
1998,Oct,THE BLUE MOUNTA,8
1998,Oct,THOROLD,9
1998,Oct,THUNDER BAY,55
1998,Oct,TILLSONBURG,12
1998,Oct,TIMMINS,26
1998,Oct,TINY,8
1998,Oct,TORONTO,1754
1998,Oct,UXBRIDGE,7
1998,Oct,VALLEY EAST,10
1998,Oct,VANIER,9
1998,Oct,VAUGHAN,130
1998,Oct,WALKERTON,6
1998,Oct,WARWICK,6
1998,Oct,WATERLOO,42
1998,Oct,WELLAND,39
1998,Oct,WELLESLEY,9
1998,Oct,WEST LINCOLN,9
1998,Oct,WHITBY,29
1998,Oct,WILMOT,8
1998,Oct,WINDSOR,160
1998,Oct,WOODSTOCK,28
1998,Oct,WOOLWICH,10
1998,Sep,AJAX,15
1998,Sep,ALGOMA UNORGANI,7
1998,Sep,AMHERSTBURG,22
1998,Sep,ANCASTER,41
1998,Sep,ARNPRIOR,13
1998,Sep,AURORA,12
1998,Sep,BARRIE,68
1998,Sep,BELLEVILLE,45
1998,Sep,BRACEBRIDGE,23
1998,Sep,BRAMPTON,150
1998,Sep,BRANTFORD,62
1998,Sep,BRIGHTON,8
1998,Sep,BROCK,11
1998,Sep,BROCKVILLE,23
1998,Sep,BURLEIGH-ANSTRU,6
1998,Sep,BURLINGTON,85
1998,Sep,CALEDON,42
1998,Sep,CAMBRIDGE,82
1998,Sep,CENTRAL ELGIN,11
1998,Sep,CHAMPLAIN,11
1998,Sep,CHATHAM-KENT,97
1998,Sep,CLARENCE-ROCKLA,11
1998,Sep,CLARINGTON,37
1998,Sep,CLEARVIEW,10
1998,Sep,COBOURG,16
1998,Sep,COLLINGWOOD-SIM,13
1998,Sep,CORNWALL,30
1998,Sep,CUMBERLAND,15
1998,Sep,DELHI,7
1998,Sep,DOURO-DUMMER,8
1998,Sep,DRYDEN,8
1998,Sep,DUNDAS,9
1998,Sep,DUNNVILLE,7
1998,Sep,DYSART AND OTHE,12
1998,Sep,EAST GWILLIMBUR,12
1998,Sep,EAST ZORRA-TAVI,6
1998,Sep,ELIZABETHTOWN,8
1998,Sep,ELLIOT LAKE,7
1998,Sep,ELORA,11
1998,Sep,ERAMOSA,9
1998,Sep,ERIN,14
1998,Sep,ESSA,11
1998,Sep,ESSEX,8
1998,Sep,FLAMBOROUGH,32
1998,Sep,FORT ERIE,23
1998,Sep,FRANKLIN TOWNSH,6
1998,Sep,GANANOQUE,10
1998,Sep,GEORGINA,18
1998,Sep,GLOUCESTER,43
1998,Sep,GODERICH,13
1998,Sep,GOULBOURN,15
1998,Sep,GRAVENHURST,9
1998,Sep,GREATER NAPANEE,15
1998,Sep,GRIMSBY,10
1998,Sep,GUELPH,65
1998,Sep,HAILEYBURY,9
1998,Sep,HALDIMAND,15
1998,Sep,HALTON HILLS,26
1998,Sep,HAMILTON,239
1998,Sep,HANOVER,10
1998,Sep,HUNTSVILLE,26
1998,Sep,INGERSOLL,12
1998,Sep,INNISFIL,16
1998,Sep,KANATA,12
1998,Sep,KENORA,8
1998,Sep,KENORA UNORGANI,7
1998,Sep,KINCARDINE,10
1998,Sep,KING,20
1998,Sep,KINGSTON,92
1998,Sep,KINGSVILLE,8
1998,Sep,KIRKLAND LAKE,9
1998,Sep,KITCHENER,154
1998,Sep,LAKEFIELD,9
1998,Sep,LAKESHORE TOWNS,7
1998,Sep,LANARK HIGHLAND,6
1998,Sep,LASALLE,17
1998,Sep,LEAMINGTON,19
1998,Sep,LINCOLN,25
1998,Sep,LINDSAY,15
1998,Sep,LONDON,245
1998,Sep,MALAHIDE,9
1998,Sep,MARKHAM,117
1998,Sep,MEAFORD,7
1998,Sep,MEDONTE-ORO,11
1998,Sep,METCALFE,7
1998,Sep,MIDDLESEX CENTR,12
1998,Sep,MIDLAND,13
1998,Sep,MILTON,35
1998,Sep,MISSISSAUGA,320
1998,Sep,MISSISSIPPI MIL,9
1998,Sep,MOORE,7
1998,Sep,MULMUR,6
1998,Sep,MUSKOKA LAKES,21
1998,Sep,NANTICOKE,17
1998,Sep,NEPEAN,37
1998,Sep,NEW TECUMSETH,25
1998,Sep,NEWMARKET,41
1998,Sep,NIAGARA FALLS,163
1998,Sep,NIAGARA-ON-THE-,51
1998,Sep,NICKEL CENTRE,9
1998,Sep,NORFOLK,10
1998,Sep,NORTH BAY,52
1998,Sep,NORTH GLENGARRY,6
1998,Sep,NORTH GRENVILLE,6
1998,Sep,NORTH PERTH,8
1998,Sep,NORWICH,10
1998,Sep,OAKVILLE,93
1998,Sep,ORANGEVILLE,17
1998,Sep,ORILLIA,33
1998,Sep,OSGOODE,20
1998,Sep,OSHAWA,105
1998,Sep,OTONABEE-SOUTH,8
1998,Sep,OTTAWA,349
1998,Sep,OWEN SOUND,20
1998,Sep,PARIS,13
1998,Sep,PARRY SOUND,6
1998,Sep,PELHAM,6
1998,Sep,PEMBROKE,34
1998,Sep,PENETANGUISHENE,9
1998,Sep,PERTH,16
1998,Sep,PERTH EAST,15
1998,Sep,PETERBOROUGH,64
1998,Sep,PETROLIA,12
1998,Sep,PICKERING,30
1998,Sep,PORT COLBORNE,20
1998,Sep,PORT ELGIN,6
1998,Sep,PORT HOPE,10
1998,Sep,PRINCE EDWARD,19
1998,Sep,QUINTE WEST,24
1998,Sep,RICHMOND HILL,41
1998,Sep,RIDEAU,21
1998,Sep,RIDEAU LAKES,6
1998,Sep,SARNIA,55
1998,Sep,SAULT STE MARIE,61
1998,Sep,SCUGOG,13
1998,Sep,SEVERN,11
1998,Sep,SIMCOE,19
1998,Sep,SMITH-ENNISMORE,10
1998,Sep,SMITHS FALLS,13
1998,Sep,SOMBRA,8
